"","depth","fit","SD"
"1",1691.3352,34.0539514004445,0.22937410248035
"2",1693.164,34.0076780020838,0.300124851529006
"3",1695.2976,33.9492655902637,0.241712439708884
"4",1699.1076,33.8430318826643,0.36831380930338
"5",1702.308,33.7509305199514,0.276212446590471
"6",1706.27039999999,33.6252951977252,0.266390850809252
"7",1712.36639999999,33.4366383421369,0.0777339952209601
"8",1722.11999999999,33.1091625543896,0.134328751135747
"9",1725.47279999999,32.9862143614677,0.257276944057566
"10",1731.41639999999,32.7593354202345,0.484155885290846
"11",1737.35999999998,32.5486609998433,0.694830305681982
"12",1744.06559999998,32.3023390104868,0.826138552437286
"13",1748.48519999998,32.0683682945753,0.945493443068237
"14",1757.17199999998,31.3256984190483,1.57394403394582
"15",1763.72519999997,30.622319703614,1.93703044367196
"16",1771.64999999997,29.881954454936,2.11804554506396
"17",1776.22199999997,29.490072339646,1.85137718313571
"18",1782.16559999997,28.8906578162219,0.966397912955941
"19",1789.17599999996,28.2299883597565,4.64168088309895
"20",1796.79599999996,27.6538145000286,2.97844129350148
"21",1799.99639999996,27.3711384325671,2.35130985245206
"22",1803.95879999996,26.9921823700593,1.53501488990191
"23",1813.86479999995,26.3944197275276,0.40234304412812
"24",1824.98999999995,26.2271574173774,0.12775513518492
"25",1832.30519999995,26.2596312340896,0.278594231972477
"26",1836.26759999995,26.3542251459385,0.184000320123648
"27",1839.46799999994,26.423899760077,0.206459750691778
"28",1842.82079999994,26.4945931865235,0.135766324245299
"29",1843.43039999994,26.5073091396543,0.21550428205353
"30",1849.98359999994,26.6337674243203,0.0890459973875366
"31",1856.68919999994,26.755039084721,0.0605492246533679
"32",1857.45119999994,26.7684371864897,0.0471511228847348
"33",1859.27999999994,26.8009740745049,0.014614234869466
"34",1862.63279999994,26.858003941857,0.0424156324826015
"35",1864.46159999994,26.8890615952063,0.0734732858318772
"36",1869.79559999993,26.9779615993205,0.0692763112015662
"37",1877.72039999993,27.0984790788473,0.0963736026867466
"38",1884.27359999993,27.1945433075103,0.098693311909404
"39",1890.36959999993,27.2867620594138,0.0968420869769524
