"","depth","fit","SD"
"1",1691.0304,25.7031561197217,0.288920563677838
"2",1691.1828,25.7359640090298,0.256112674369767
"3",1691.3352,25.7688214732846,0.223255210114917
"4",1691.4876,25.8017847642039,0.190291919195658
"5",1691.64,25.8349101335052,0.157166549894303
"6",1691.7924,25.8682538329063,0.123822850493212
"7",1691.9448,25.9018721141248,0.0902045692747286
"8",1692.0972,25.9358212288784,0.0562554545211853
"9",1692.2496,25.9701574288846,0.0219192545149376
"10",1692.402,26.0049369658612,0.0128602824616841
"11",1692.5544,26.0397644092948,0.0476877258952761
"12",1692.7068,26.0742763547792,0.0821996713796551
"13",1692.8592,26.1085770931928,0.116500409793268
"14",1693.0116,26.1427709154141,0.150694232014594
"15",1693.164,26.1769621123216,0.184885428922083
"16",1693.3164,26.2112549747938,0.219178291394215
"17",1693.4688,26.245753793709,0.25367711030944
"18",1693.6212,26.2805628599458,0.288486176546229
"19",1693.7736,26.3157864643826,0.32370978098303
"20",1693.926,26.3515288978979,0.359452214498326
"21",1694.0784,26.3867286788983,0.394651995498744
"22",1694.2308,26.4205532377352,0.156821755799225
"23",1694.3832,26.453450233204,0.0985376806416767
"24",1694.5356,26.4858673241003,0.0394571431655493
"25",1694.688,26.5182521692196,0.0199732968425046
"26",1694.8404,26.5510524273574,0.0793070834113614
"27",1694.9928,26.5847157573092,0.0456437534595828
"28",1695.1452,26.6196898178705,0.103123603837329
"29",1695.2976,26.6564222678368,0.0663911538710416
"30",1695.45,26.6953607660036,0.120227543370767
"31",1695.6024,26.7350902412069,0.0804980681674365
"32",1695.7548,26.7739551941956,0.134730093923256
"33",1695.9072,26.8120426416344,0.0966426464844936
"34",1696.0596,26.8494396001879,0.152665875972652
"35",1696.212,26.886233086521,0.115872389639598
"36",1696.3644,26.9225101172983,0.0795953588623171
"37",1696.5168,26.9583577091845,0.137492286416389
"38",1696.6692,26.9938628788444,0.101987116756494
"39",1696.8216,27.0291126429426,0.0667373526582224
"40",1696.974,27.0639377559565,0.125982216480324
"41",1697.1264,27.0980332589401,0.0918867134967307
"42",1697.2788,27.1312825984236,0.0586373740131734
"43",1697.4312,27.1635692209374,0.120747315637221
"44",1697.5836,27.1947765730116,0.0895399635630305
"45",1697.736,27.2247881011765,0.0595284353981711
"46",1697.8884,27.2534872519622,0.0308292846124338
"47",1698.0408,27.280757471899,0.0982833499442357
"48",1698.1932,27.3064822075172,0.0725586143260522
"49",1698.3456,27.330544905347,0.0484959164963072
"50",1698.498,27.3535273137803,0.0255135080629394
"51",1698.6504,27.3760601377963,0.00298068404699947
"52",1698.8028,27.3981002588053,0.0759937072028016
"53",1698.9552,27.4196045582181,0.0544894077900615
"54",1699.1076,27.440529917445,0.0335640485630861
"55",1699.26,27.4608332178968,0.0132607481113105
"56",1699.4124,27.4804713409839,0.00637737497580204
"57",1699.5648,27.499401168117,0.0700759426675965
"58",1699.7172,27.5175795807064,0.051897530078115
"59",1699.8696,27.5349634601629,0.0345136506216086
"60",1700.022,27.5517691128509,0.017707997933659
"61",1700.1744,27.5682354584946,0.00124165228992013
"62",1700.3268,27.5843532985445,0.0148761877599917
"63",1700.4792,27.6001134344511,0.0650779674006223
"64",1700.6316,27.6155066676646,0.0496847341871032
"65",1700.784,27.6305237996355,0.0346676022161603
"66",1700.9364,27.6451556318143,0.0200357700373921
"67",1701.0888,27.6593929656513,0.00579843620038645
"68",1701.2412,27.673226602597,0.00803520074526176
"69",1701.3936,27.6866473441017,0.0214559422499718
"70",1701.546,27.6997225106731,0.0615154781930514
"71",1701.6984,27.7125210436501,0.0487169452160856
"72",1701.8508,27.7250361757296,0.0362018131366213
"73",1702.0032,27.7372611396085,0.0239768492576857
"74",1702.1556,27.7491891679839,0.0120488208822884
"75",1702.308,27.7608134935527,0.000424495313446016
"76",1702.4604,27.772127349012,0.0108893601458284
"77",1702.6128,27.7831239670587,0.0218859781925254
"78",1702.7652,27.7937965803898,0.0638214450861767
"79",1702.9176,27.804214627505,0.0534033979709498
"80",1703.07,27.8144450362312,0.0431729892447557
"81",1703.2224,27.824477273256,0.0331407522199463
"82",1703.3748,27.8343008052671,0.0233172202088383
"83",1703.5272,27.8439050989522,0.0137129265238016
"84",1703.6796,27.8532796209988,0.00433840447716349
"85",1703.832,27.8624138380947,0.00479581261872397
"86",1703.9844,27.8712972169275,0.01367919145153
"87",1704.1368,27.8799192241849,0.0223011987089023
"88",1704.2892,27.8882693265545,0.0306513010785032
"89",1704.4416,27.8964043203276,0.0579283490066516
"90",1704.594,27.9043823176726,0.0499503516616606
"91",1704.74639999999,27.9121947590928,0.0421379102414043
"92",1704.89879999999,27.9198330850917,0.0344995842424751
"93",1705.05119999999,27.9272887361727,0.0270439331615044
"94",1705.20359999999,27.9345531528391,0.0197795164951025
"95",1705.35599999999,27.9416177755943,0.0127148937398971
"96",1705.50839999999,27.9484740449417,0.00585862439249141
"97",1705.66079999999,27.9551134013847,0.000780732050486677
"98",1705.81319999999,27.9615272854266,0.007194616092427
"99",1705.96559999999,27.9676512895336,0.0133186201993603
"100",1706.11799999999,27.9734429329472,0.0191102636129976
"101",1706.27039999999,27.9789265463344,0.0245938770001963
"102",1706.42279999999,27.9841264603621,0.0297937910278741
"103",1706.57519999999,27.9890670056971,0.0347343363628845
"104",1706.72759999999,27.9937725130063,0.0576105691067852
"105",1706.87999999999,27.9982673129567,0.0531157691564381
"106",1707.03239999999,28.0025757362151,0.0488073458980836
"107",1707.18479999999,28.0067221134483,0.0446609686648642
"108",1707.33719999999,28.0107307753233,0.0406523067898732
