"","depth","fit","SD"
"1",1691.0304,38.8891989203047,0.303348434200338
"2",1691.1828,38.8726139901,0.286763503995687
"3",1691.3352,38.8560178022801,0.27016731617573
"4",1691.4876,38.8394112251683,0.253560739063964
"5",1691.64,38.8227951270882,0.236944640983864
"6",1691.7924,38.8061703763633,0.220319890258935
"7",1691.9448,38.789537841317,0.203687355212651
"8",1692.0972,38.7728983902729,0.187047904168502
"9",1692.2496,38.7562528915543,0.170402405449977
"10",1692.402,38.7396022134849,0.153751727380559
"11",1692.5544,38.7229472243881,0.137096738283745
"12",1692.7068,38.7062887925874,0.120438306483017
"13",1692.8592,38.6896277864062,0.10377730030185
"14",1693.0116,38.6729650741681,0.0871145880637485
"15",1693.164,38.6563015241965,0.0704510380921946
"16",1693.3164,38.639638004815,0.0537875187106778
"17",1693.4688,38.622975384347,0.0371248982426806
"18",1693.6212,38.606314531116,0.0204640450116855
"19",1693.7736,38.5896563134456,0.00380582734120338
"20",1693.926,38.573001599659,0.012848886445326
"21",1694.0784,38.55635125808,0.0294992280243633
"22",1694.2308,38.5397061570319,0.0461443290724475
"23",1694.3832,38.5230671648383,0.0627833212660889
"24",1694.5356,38.5064351498225,0.0794153362818051
"25",1694.688,38.4898109803083,0.0960395057960852
"26",1694.8404,38.4731955246189,0.112654961485468
"27",1694.9928,38.4565896510779,0.129260835026464
"28",1695.1452,38.4399942280088,0.14585625809557
"29",1695.2976,38.423410123735,0.162440362369317
"30",1695.45,38.4068382065801,0.179012279524201
"31",1695.6024,38.3902793448676,0.195571141236755
"32",1695.7548,38.3737344069209,0.212116079183467
"33",1695.9072,38.3572042610635,0.228646225040869
"34",1696.0596,38.3406897756189,0.245160710485457
"35",1696.212,38.3241918189106,0.261658667193771
"36",1696.3644,38.3077112592621,0.278139226842292
"37",1696.5168,38.2912489649968,0.267902140858531
"38",1696.6692,38.2748058044383,0.257645921168013
"39",1696.8216,38.25838264591,0.247369699447255
"40",1696.974,38.2419803577355,0.237072607372774
"41",1697.1264,38.2255998082382,0.226753776621088
"42",1697.2788,38.2092418657415,0.243111719117707
"43",1697.4312,38.1929036770675,0.215104895440597
"44",1697.5836,38.1765813757511,0.187082184405767
"45",1697.736,38.1602743101859,0.15904423761981
"46",1697.8884,38.1439818287653,0.175336719040423
"47",1698.0408,38.1277032798827,0.191615267923019
"48",1698.1932,38.1114380119316,0.163688945610609
"49",1698.3456,38.0951853733053,0.135749993973299
"50",1698.498,38.0789447123974,0.107799064617666
"51",1698.6504,38.0627153776013,0.124028399413788
"52",1698.8028,38.0464967173104,0.140247059704691
"53",1698.9552,38.0302880799181,0.156455697096959
"54",1699.1076,38.0140888138179,0.106596914733132
"55",1699.26,37.9978982674033,0.0567294126837865
"56",1699.4124,37.9817157890676,0.0729118910194799
"57",1699.5648,37.9655407272043,0.0890869528827807
"58",1699.7172,37.9493724302068,0.105255249880251
"59",1699.8696,37.9332102464686,0.0555879286402217
"60",1700.022,37.9170535243831,0.00591514574749397
"61",1700.1744,37.9009016123438,0.0220670577868418
"62",1700.3268,37.884753858744,0.0382148113866023
"63",1700.4792,37.8686096119773,0.054359058153338
"64",1700.6316,37.852468220437,0.0705004496936255
"65",1700.784,37.8363290325166,0.0445638667716324
"66",1700.9364,37.8201913966096,0.0284262308645751
"67",1701.0888,37.8040546611093,0.0122894953642927
"68",1701.2412,37.7879181744092,0.00384699133579858
"69",1701.3936,37.7717812849027,0.0199838808422328
"70",1701.546,37.7556433409834,0.0361218247615938
"71",1701.6984,37.7395036910445,0.0784881000439768
"72",1701.8508,37.7233616834797,0.0623460924790962
"73",1702.0032,37.7072166666822,0.0462010756816014
"74",1702.1556,37.6910679890455,0.030052398044937
"75",1702.308,37.6749149989631,0.0138994079625334
"76",1702.4604,37.6587570448284,0.00225854617215049
"77",1702.6128,37.6425934750349,0.111875099614714
"78",1702.7652,37.6264236379759,0.0957052625557466
"79",1702.9176,37.6102468820449,0.0795285066247899
"80",1703.07,37.5940625556354,0.0633441802152817
"81",1703.2224,37.5778700071408,0.0471516317206664
"82",1703.3748,37.5616685849545,0.0309502095343746
"83",1703.5272,37.54545763747,0.144585683510122
"84",1703.6796,37.5292183070435,0.12834635308365
"85",1703.832,37.5129355184307,0.112063564470844
"86",1703.9844,37.4966142936239,0.0957423396640564
"87",1704.1368,37.4802596546156,0.0793877006557224
"88",1704.2892,37.4638766233981,0.0630046694381932
"89",1704.4416,37.4474702219638,0.175995454973176
"90",1704.594,37.431045472305,0.159570705314458
"91",1704.74639999999,37.4146073964143,0.143132629423739
"92",1704.89879999999,37.398161016284,0.126686249293407
"93",1705.05119999999,37.3817113539064,0.110236586915846
"94",1705.20359999999,37.365263431274,0.0937886642834513
"95",1705.35599999999,37.3488222703792,0.0773475033886015
"96",1705.50839999999,37.3323928932143,0.189867632935254
"97",1705.66079999999,37.3159803217717,0.173455061492696
"98",1705.81319999999,37.2995895780439,0.157064317764849
"99",1705.96559999999,37.2832256840232,0.140700423744136
"100",1706.11799999999,37.266893661702,0.12436840142292
"101",1706.27039999999,37.2505985330726,0.108073272793604
"102",1706.42279999999,37.2343453201276,0.0918200598485797
"103",1706.57519999999,37.2181390448593,0.0756137845802272
"104",1706.72759999999,37.20198472926,0.187962844290794
"105",1706.87999999999,37.1858873953222,0.171865510352966
"106",1707.03239999999,37.1698520650382,0.155830180068996
"107",1707.18479999999,37.1538837604005,0.139861875431272
"108",1707.33719999999,37.1379875034014,0.123965618432173
"109",1707.48959999999,37.1221683160333,0.108146431064092
